text,clean_text,label,mentions_dem,mentions_rep
"*Attn   top 10 most misleading claims, lies via PolitiFact.  @HillaryClinton https://t.co/4afqkDyjAN"," attn   top 10 most misleading claims, lies via politifact.   hillaryclinton ",Democrat,"['Clinton', 'Hillary']",['Trump']
I just donated to Hillary Clinton's campaign. I WILL NOT have Donald Trump as President. ,i just donated to hillary clinton s campaign. i will not have donald trump as president. ,Democrat,"['Clinton', 'Hillary']","['Trump', 'Donald']"
"_AnimalAdvocate:  sons  killing  for fun
If you Love  have a   

🎥https://t.…", animaladvocate:  sons  killing  for fun if you love  have a      ,Democrat,[],"['Trump', 'Trump']"
These nasty women just cast their ballots!!!    https://t.co/r9Pn6mIcxQ,these nasty women just cast their ballots       ,Democrat,[],[]
"I just published “Behind the Scenes…at Trump Camp” https://t.co/gqB3uDXXOb Episode 3-1 minute smile time  pls,I'll beg,really...","i just published  behind the scenes at trump camp   episode 3-1 minute smile time  pls,i ll beg,really...",Democrat,[],"['Trump', 'Trump']"
"So excited and proud to say I voted for Hillary with my two kids, voting in their first election. We're with her!  🇺🇸🇺🇸🇺🇸","so excited and proud to say i voted for hillary with my two kids, voting in their first election. we re with her         ",Democrat,['Hillary'],[]
"   RT @KatyTurNBC: Man yells ""assassinate that bitch"" as Pence talks about Clinton and Benghazi in Manchester, NH.","   rt  katyturnbc: man yells  assassinate that bitch  as pence talks about clinton and benghazi in manchester, nh.",Democrat,['Clinton'],"['Trump', 'Pence']"
Always a good read. 👌🏽   https://t.co/n6XSQWMTDX,always a good read.      ,Democrat,[],[]
" Racist, Hatemonger, crass,  fool, dolt, dangerous,   !!! lets take a stand "," racist, hatemonger, crass,  fool, dolt, dangerous,       lets take a stand ",Democrat,['HILLARY'],"['Trump', 'Trump']"
Trump gets caught in lie about his relationship with Putin    https://t.co/nA0Wn9Z40J,trump gets caught in lie about his relationship with putin    ,Democrat,[],"['Trump', 'Trump']"
   https://t.co/dRfUA08EAA,   ,Democrat,[],['Trump']
Anyway. Halloween is over. Now only the upcoming US election to worry about. *crosses fingers*  (or I would be if I was American),anyway. halloween is over. now only the upcoming us election to worry about.  crosses fingers    or i would be if i was american ,Democrat,[],[]
"Remember, y'all, if you aren't voting for @HillaryClinton, you are basically voting for Vladdy     https://t.co/lYFmTbls6K","remember, y all, if you aren t voting for  hillaryclinton, you are basically voting for vladdy     ",Democrat,"['Clinton', 'Hillary']",[]
VOTE!        https://t.co/bQvmFvoTtY,vote         ,Democrat,"['Clinton', 'Obama']",['Trump']
Bill Clinton in Fort Collins!  @ New Belgium Brewing https://t.co/uD2mrAmnaT,bill clinton in fort collins     new belgium brewing ,Democrat,['Clinton'],[]
"
Vote 4 @HillaryClinton don't let   win!     https://t.co/524KtSRMvB", vote 4  hillaryclinton don t let   win      ,Democrat,"['Clinton', 'Hillary', 'Hillary', 'Hillary']","['trump', 'donald']"
Geiles Lied! Und passt echt gut zum Wahlergebnis der Amis.        https://t.co/SPBrxu1Oyg,geiles lied  und passt echt gut zum wahlergebnis der amis.        ,Democrat,[],"['Trump', 'trump']"
Donald Trump would do away w/abortion rights A woman's right to choose &amp; her very life is on the ballot. https://t.co/PUiSsN6CuV ,donald trump would do away w/abortion rights a woman s right to choose and; her very life is on the ballot.  ,Democrat,[],"['Trump', 'Donald']"
I did the thing. Now we wait.     https://t.co/TuniRLOGga,i did the thing. now we wait.     ,Democrat,[],[]
"Clothes laid out, hair in bonnet, alarm set, come on election day.  ","clothes laid out, hair in bonnet, alarm set, come on election day.  ",Democrat,[],[]
It is done! Get out and vote ya'll!     https://t.co/Mv4N7XApun,it is done  get out and vote ya ll      ,Democrat,[],['trump']
"She Voted For Clinton And Then Died A Happy Woman, Says Son  https://t.co/RFtjBNyeGE","she voted for clinton and then died a happy woman, says son  ",Democrat,['Clinton'],[]
"American friends: you know what to do, so don't screw this up okay? Thanks,  the rest of planet Earth 
 ","american friends: you know what to do, so don t screw this up okay  thanks,  the rest of planet earth   ",Democrat,[],[]
I'm not sitting on the sidelines of this election. I'm volunteering for Hillary. Join me: https://t.co/RteVyyeGSv ,i m not sitting on the sidelines of this election. i m volunteering for hillary. join me:  ,Democrat,['Hillary'],[]
Happy Election Day! Go Vote! ,happy election day  go vote  ,Democrat,[],[]
Still got love for all you trump supporters but right now  for President!!,still got love for all you trump supporters but right now  for president  ,Democrat,[],['trump']
Roar | Hillary Clinton https://t.co/9KUSfKPD9r via @YouTube I will be so proud to vote on Tuesday. ,roar   hillary clinton  via  youtube i will be so proud to vote on tuesday. ,Democrat,"['Clinton', 'Hillary']",[]
Love this filter on @Snapchat It's election day! Get out and make the right decision!   @HillaryClinton https://t.co/HBQp8Jk8Uc,love this filter on  snapchat it s election day  get out and make the right decision     hillaryclinton ,Democrat,"['Clinton', 'Hillary', 'Hillary']",[]
"A woman's place is in the White House 
 ",a woman s place is in the white house   ,Democrat,[],[]
Reports detail Trump campaign’s alleged ties to Russia https://t.co/chlU9fXmvj via @YahooNews  ,reports detail trump campaign s alleged ties to russia  via  yahoonews  ,Democrat,[],"['Trump', 'TRUMP']"
"We voted! So excited. No lines, no issues; no problem. Yay!!!     https://t.co/bytvKaGIUC","we voted  so excited. no lines, no issues; no problem. yay        ",Democrat,[],[]
 Retreats After  ReOpens Case - Will She Make a Deal w/Feds?     https://t.co/QnVUnlppZV, retreats after  reopens case - will she make a deal w/feds      ,Democrat,['Hillary'],[]
Step One: Vote ✔️    https://t.co/A3Khbq9AlI,step one: vote       ,Democrat,[],[]
 too many of MY people died so that I can have the right to vote   , too many of my people died so that i can have the right to vote   ,Democrat,[],[]
" “He is a demagogue, who seems to appeal to the lowest common denominator.” https://t.co/lpRAVY02DP","  he is a demagogue, who seems to appeal to the lowest common denominator.  ",Democrat,[],['Trump']
Democratic insiders: Clinton's ground game will sink Trump https://t.co/6Vre0lZFjh        https://t.co/H2x9REIG2p,democratic insiders: clinton s ground game will sink trump         ,Democrat,"['Clinton', 'Democrat', 'Democratic']",['Trump']
"The USA needs a new direction. Hillary's way has failed. Trump alone cannot change it but it's a great start!

  ",the usa needs a new direction. hillary s way has failed. trump alone cannot change it but it s a great start     ,Democrat,"['Hillary', 'Hillary']","['Trump', 'Trump']"
Trump makes fun of disabled people. Clinton emails. Trump calls for end of freedom of the press. Clinton emails.  ,trump makes fun of disabled people. clinton emails. trump calls for end of freedom of the press. clinton emails.  ,Democrat,"['Clinton', 'Clinton']","['Trump', 'Trump']"
"Somehow,  and  leaking to Giuliani &amp; Trump should be top stories. What liberal media again? ","somehow,  and  leaking to giuliani and; trump should be top stories. what liberal media again  ",Democrat,[],['Trump']
   Hillary Clinton campaign is involved with unsavoury characters. https://t.co/Gl2JsoGv4F,   hillary clinton campaign is involved with unsavoury characters. ,Democrat,"['Clinton', 'Hillary']",[]
This election is not just about the TOP. VOTE for ur local officials that will make a direct impact on ur life.  ,this election is not just about the top. vote for ur local officials that will make a direct impact on ur life.  ,Democrat,[],[]
Spent my morning making calls for @HillaryClinton. It was awesome. Use your extra hour today to make a difference!   https://t.co/NjGn3aOeFd,spent my morning making calls for  hillaryclinton. it was awesome. use your extra hour today to make a difference    ,Democrat,"['Clinton', 'Hillary']",[]
Women will be voting today      https://t.co/mdRoXZl1OD,women will be voting today      ,Democrat,[],[]
Conservatives Should NOT Vote for Trump: Here's Why https://t.co/03H8V441IG   ,conservatives should not vote for trump: here s why    ,Democrat,[],"['Trump', 'TRUMP']"
"I'm not counting down to the election, I'm counting down to the last time I have to see Kayleigh McEnany on  ","i m not counting down to the election, i m counting down to the last time i have to see kayleigh mcenany on  ",Democrat,[],[]
"I do not condone Trump. I do condone the memes around him.  

I don't support Trump.  https://t.co/xQxnrPgn3Y",i do not condone trump. i do condone the memes around him.    i don t support trump.  ,Democrat,[],"['Trump', 'Trump']"
BLM Rioting and Looting in Oakland on News of Trump Win     https://t.co/KXTJtMIX6c https://t.co/fZq1lcHOEI,blm rioting and looting in oakland on news of trump win      ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Donald']"
"Corrupt Trump pockets millions by running fraud Trump University  
https://t.co/1Y8XnxVCpu",corrupt trump pockets millions by running fraud trump university   ,Democrat,[],"['Trump', 'Trump', 'Trump']"
 Here is your last chance to Donate and help Hillary stop Trump. Donate today https://t.co/UxBshk4Gg7 https://t.co/kijyBzatKX, here is your last chance to donate and help hillary stop trump. donate today  ,Democrat,['Hillary'],['Trump']
Don't worry  we stopped Hillary Clinton without you. Thanks for proving how irrelevant you truly are...,don t worry  we stopped hillary clinton without you. thanks for proving how irrelevant you truly are...,Democrat,"['Clinton', 'Hillary']",['trump']
"Trump is a RACIST his record shows
https://t.co/j9renwXf4D   ",trump is a racist his record shows    ,Democrat,[],"['Trump', 'Trump']"
" she said she has stamina cause she stood 4 1/2hrs in 3 debates w  
bet she can't stand for
40~50 Hours a week", she said she has stamina cause she stood 4 1/2hrs in 3 debates w   bet she can t stand for 40 50 hours a week,Democrat,[],['Trump']
" meets  criteria for  She's white-skinned, she's a 10, she made a baby, &amp; she's a stay-at-home mom  "," meets  criteria for  she s white-skinned, she s a 10, she made a baby, and; she s a stay-at-home mom  ",Democrat,[],['Trump']
Keith Olbermann Delivers a Message to Trump Supporters - Video - https://t.co/zAPNudYGtR   ,keith olbermann delivers a message to trump supporters - video -    ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Donald']"
"Brian, the sanitation engineer , reckons that Trump is a clawbaw. ","brian, the sanitation engineer , reckons that trump is a clawbaw. ",Democrat,[],"['Trump', 'Trump']"
"Such a successful businessman, right, Trumptards? Yet another failure on his resume.  
https://t.co/q8vlWUbDUI","such a successful businessman, right, trumptards  yet another failure on his resume.   ",Democrat,[],"['Trump', 'Trump']"
Stop Trump!   https://t.co/exkVHCJjGT,stop trump    ,Democrat,[],"['Trump', 'trump', 'trump']"
@mylifebox face it. Trump is done.  I'm sure it's gonna be painful.  Teary eyed already   Trump, mylifebox face it. trump is done.  i m sure it s gonna be painful.  teary eyed already   trump,Democrat,[],"['Trump', 'trump', 'Trump']"
"Women have the power to stop Trump.   

https://t.co/Enva3qoUsM https://t.co/FrxVo0BEck",women have the power to stop trump.      ,Democrat,['Hillary'],"['Trump', 'Trump']"
" NEVER @realDonaldTrump  FOOTAGE of Trump’s rallies over the past year, a SINISTER sight to watch https://t.co/B9NWiJaHwV"," never  realdonaldtrump  footage of trump s rallies over the past year, a sinister sight to watch ",Democrat,[],"['TRUMP', 'Trump', 'Trump', 'Donald']"
FUCK DONALD TRUMP. I may not have been gung-ho team Hillary but she had my vote.    ,fuck donald trump. i may not have been gung-ho team hillary but she had my vote.    ,Democrat,['Hillary'],"['TRUMP', 'trump', 'DONALD']"
Tomorrow is the day. Let's make sure we don't mess this up. If you have opinions be sure to Vote them. I will be.  ,tomorrow is the day. let s make sure we don t mess this up. if you have opinions be sure to vote them. i will be.  ,Democrat,[],[]
     https://t.co/PTIxgWkve7,     ,Democrat,[],[]
Is this election becoming any different from the Salem Witch Trials? Are we that scared of a woman president?  ,is this election becoming any different from the salem witch trials  are we that scared of a woman president   ,Democrat,[],['Trump']
Just watching some of the US election reports and determining which states I'm pretty sure I won't be vacationing in.  ,just watching some of the us election reports and determining which states i m pretty sure i won t be vacationing in.  ,Democrat,[],['Trump']
White nationalists plot Election Day show of force https://t.co/fRQZJRIfSg  ,white nationalists plot election day show of force   ,Democrat,[],"['trump', 'Gop']"
Election Day is here!! Drop off your ballot and treat yourself to a margarita on our sunny patio at Hawthorne Por que no!!  https://t.co/Slkxomxe36,election day is here   drop off your ballot and treat yourself to a margarita on our sunny patio at hawthorne por que no    ,Democrat,[],[]
"Donald Trump Calls TMZ Live On Air, IMMEDIATELY Brags About Penis Size (VIDEO) https://t.co/wL7pu7hU0x ","donald trump calls tmz live on air, immediately brags about penis size  video   ",Democrat,[],"['Trump', 'Trump', 'Donald']"
"Hey American neighbours! Please make the right choice today! If not, we have a spare room!   ","hey american neighbours  please make the right choice today  if not, we have a spare room    ",Democrat,[],['Trump']
"It's 7:10 AM in Washington DC and Donald Trump is still a major threat to the free world.
And he has small hands.
",it s 7:10 am in washington dc and donald trump is still a major threat to the free world. and he has small hands. ,Democrat,[],"['Trump', 'Trump', 'Donald']"
I hope you guys get it together for the election all my luck is with @HillaryClinton.   ,i hope you guys get it together for the election all my luck is with  hillaryclinton.   ,Democrat,"['Clinton', 'Hillary']",[]
"Putin's BOY @realDonaldTrump cannot be allowed any where near WH....



https://t.co/dCXTPG3gyN",putin s boy  realdonaldtrump cannot be allowed any where near wh....    ,Democrat,[],"['Trump', 'Trump', 'Donald']"
I am damn PROUD to have voted for Hillary Clinton! ,i am damn proud to have voted for hillary clinton  ,Democrat,"['Clinton', 'Hillary']",[]
Hope everyone has a smooth voting process tomorrow. Your vote matters. Go vote!    ,hope everyone has a smooth voting process tomorrow. your vote matters. go vote     ,Democrat,[],[]
"Mary, the soldier, reckons that Trump is a diddy. ","mary, the soldier, reckons that trump is a diddy. ",Democrat,[],"['Trump', 'Trump']"
As a man who supports women's rights it make me physically sick to see women supporting that SEXIST PIG Trump.  ,as a man who supports women s rights it make me physically sick to see women supporting that sexist pig trump.  ,Democrat,[],"['Trump', 'Trump', 'Trump']"
"Time for some sleep, alarm set for 3am!  ","time for some sleep, alarm set for 3am   ",Democrat,[],[]
I'm with her 🇺🇸     https://t.co/tGZY2fZF3M,i m with her        ,Democrat,"['clinton', 'hillary']",[]
See Beyonce's Powerful Speech at Jay Z's Hillary Clinton Rally https://t.co/xHpTlN5MuB via @RollingStone  GIRL!  TOO! @AP ,see beyonce s powerful speech at jay z s hillary clinton rally  via  rollingstone  girl   too   ap ,Democrat,"['Clinton', 'Hillary']",[]
Angry. Old. White. Man.  https://t.co/xsg59JU1wJ,angry. old. white. man.  ,Democrat,[],['Trump']
" bc Hillary Clinton is calling for an end to the Hyde Amendment. 
  https://t.co/zqsFq16i2J", bc hillary clinton is calling for an end to the hyde amendment.    ,Democrat,"['Clinton', 'Hillary']",[]
"""Babe, you're OG Hillary Clinton."" I guess I am.  "," babe, you re og hillary clinton.  i guess i am.  ",Democrat,"['Clinton', 'Hillary']",[]
"Almost 60 percent of  supporters have a hard time respecting  voters. Me included.  
https://t.co/CN1gSLCUcC",almost 60 percent of  supporters have a hard time respecting  voters. me included.   ,Democrat,['Clinton'],"['Trump', 'Trump']"
    CBS News poll: State of the race the day before Election Day https://t.co/cfVfbzKOHS,    cbs news poll: state of the race the day before election day ,Democrat,['Hillary'],"['Trump', 'Trump', 'GOP']"
"9 of Hillary Clinton’s biggest accomplishments:
https://t.co/H4XQn4afX0
 @HillaryClinton  https://t.co/ngqG0eX9ud",9 of hillary clinton s biggest accomplishments:    hillaryclinton  ,Democrat,"['Clinton', 'Clinton', 'Hillary', 'Hillary']",[]
"   
Why are Media Trump &amp; anti 
critics so silent about tragic 
Iowa police shootings? 
https://t.co/S1n1D9gIUq",    why are media trump and; anti  critics so silent about tragic  iowa police shootings   ,Democrat,[],['Trump']
"  
I m with no one please cancel the election surtout je pense",   i m with no one please cancel the election surtout je pense,Democrat,[],[]
Go TACO TRUCK OF VICTORY! Latinos rocking the election for Hillary!    https://t.co/Cnt2oWM7tg,go taco truck of victory  latinos rocking the election for hillary     ,Democrat,"['Hillary', 'Hillary']",['Trump']
"Dumbledore had flaws, and @HillaryClinton has them too, but that doesn't mean you need to vote for Voldemort (trump)

 ✌️️❤️️😀","dumbledore had flaws, and  hillaryclinton has them too, but that doesn t mean you need to vote for voldemort  trump           ",Democrat,"['Clinton', 'Hillary']",['trump']
"Lorelei predicting the future, this is the day 🇺🇸  
 
@thelaurengraham @GilmoreGirls  https://t.co/aRFIcbGshK","lorelei predicting the future, this is the day         thelaurengraham  gilmoregirls  ",Democrat,[],[]
🇺🇸 Time to make herstory. 🙌🏾 @HillaryClinton   https://t.co/IV30BRCsW6,   time to make herstory.     hillaryclinton   ,Democrat,"['Clinton', 'Hillary']",[]
A reminder of why access to a good  is so important for the future of our country.    https://t.co/Qt0VsSC8bo,a reminder of why access to a good  is so important for the future of our country.    ,Democrat,[],[]
 scary synopsis __America and the Abyss https://t.co/CveVjTrIIG via intelligencer, scary synopsis   america and the abyss  via intelligencer,Democrat,[],['trump']
"Time to do the deed... GET UP, GET OUT AND VOTE!!!  ","time to do the deed... get up, get out and vote     ",Democrat,[],[]
"Women have the power to stop Trump.   

https://t.co/81otevvsKY https://t.co/XSoyAJmIaZ",women have the power to stop trump.      ,Democrat,['Hillary'],"['Trump', 'Trump']"
"Clinton Campaign admits Hillary only values black votes; NOT black people

   https://t.co/vmSRuq9jmr",clinton campaign admits hillary only values black votes; not black people     ,Democrat,"['Clinton', 'Hillary', 'Hillary']",[]
Another newspaper says  albeit reluctantly. https://t.co/mdwBqwZnAg,another newspaper says  albeit reluctantly. ,Democrat,[],[]
"Dear,  that's why you are going to lose  ☝🏻️🇺🇸🇺🇸🇺🇸   @… https://t.co/xQ7MnyKBSr","dear,  that s why you are going to lose                 ",Democrat,['clinton'],['Trump']
Trump's main goal is to bring back white supremacy in America. Vote responsibly in a week. ,trump s main goal is to bring back white supremacy in america. vote responsibly in a week. ,Democrat,[],['Trump']
Democratic insiders: Clinton's ground game will sink Trump via /r/hillaryclinton https://t.co/BoaMixjqgC  https://t.co/FPqwC4hmKz,democratic insiders: clinton s ground game will sink trump via /r/hillaryclinton   ,Democrat,"['Clinton', 'clinton', 'hillary', 'Democrat', 'Democratic']",['Trump']
We're about to live in a world were USA voted for Trump and Italy voted for No and I'm scared  ,we re about to live in a world were usa voted for trump and italy voted for no and i m scared  ,Democrat,[],['Trump']
"When Trump Was More Anti-NATO Than Putin 
https://t.co/P3NxdnQxL8 ✦ Beast 
   https://t.co/eMoAQc113Z",when trump was more anti-nato than putin     beast     ,Democrat,[],['Trump']
https://t.co/ZhSdTjNnQE watch this it's mind blowing.   , watch this it s mind blowing.   ,Democrat,['Hillary'],['Trump']
Former Senator: Donald Trump 'Mentally Unfit' To Be President | MSNBC https://t.co/xMdjeS8sK6 via @YouTube  ,former senator: donald trump  mentally unfit  to be president   msnbc  via  youtube  ,Democrat,[],"['Trump', 'Trump', 'Donald']"
"Cleveland women have the power to stop Trump. So do men.   

https://t.co/igijMCuFyr https://t.co/ag6WEXsa0a",cleveland women have the power to stop trump. so do men.      ,Democrat,['Hillary'],"['Trump', 'Trump']"
Trump Supporters Comey’s Letter Inappropriate - York Magazine ,trump supporters comey s letter inappropriate - york magazine ,Democrat,[],['Trump']
"I'm sickened by the media who continue to say ""a vote against Trump"" - MY vote was FOR @HillaryClinton ",i m sickened by the media who continue to say  a vote against trump  - my vote was for  hillaryclinton ,Democrat,"['Clinton', 'Hillary']",['Trump']
 Must Knows About Donald Trump: https://t.co/0d3ZPtvFWi    *Please RT  , must knows about donald trump:      please rt  ,Democrat,['Hillary'],"['Trump', 'Trump', 'Trump', 'Donald', 'Donald']"
LOL: Made in Macedonia: Manufactured Misinformation for Mysogynists  https://t.co/icw63h9wM1 via @CraigSilverman @buzzfeednews,lol: made in macedonia: manufactured misinformation for mysogynists   via  craigsilverman  buzzfeednews,Democrat,[],['trump']
"Trump's pushing health savings plans. Great if you're rich, even get a tax break. no health care if you're not  ","trump s pushing health savings plans. great if you re rich, even get a tax break. no health care if you re not  ",Democrat,[],"['Trump', 'Trump']"
 win 6-1 to go top of the @premierleague. Now all I need is for Hillary to win the election to keep the good times rolling. , win 6-1 to go top of the  premierleague. now all i need is for hillary to win the election to keep the good times rolling. ,Democrat,['Hillary'],[]
My closing argument against Trump.  | Tom Nichols: What Trump has... https://t.co/LlkjRcAxNu by  via @c0nvey,my closing argument against trump.    tom nichols: what trump has...  by  via  c0nvey,Democrat,[],"['Trump', 'Trump', 'Trump']"
Happy Election Day. May the best woman win.    ,happy election day. may the best woman win.    ,Democrat,"['Clinton', 'Hillary']",[]
Line at Trump Place twists around the corner. Bldg's namesake better be ready for quite the ass-kicking.   https://t.co/ovtOgP8lOD,line at trump place twists around the corner. bldg s namesake better be ready for quite the ass-kicking.   ,Democrat,[],['Trump']
"Trump is guilty of everything he accuses Hillary of doing, &amp; then some....   ","trump is guilty of everything he accuses hillary of doing, and; then some....   ",Democrat,['Hillary'],"['Trump', 'Trump', 'Trump']"
"Paul Ryan &amp; Trump think Rapists have Rights! 
Vote for @Ryan_Solen 
  @FlipItDem   https://t.co/d5T6ndGOs3",paul ryan and; trump think rapists have rights   vote for  ryan solen     flipitdem   ,Democrat,[],['Trump']
"Love has got to trump hate, America. That's why  
❤️💜💛💚💙💝","love has got to trump hate, america. that s why          ",Democrat,[],['trump']
Happy Election Day 🇺🇸💙🇺🇸💙🇺🇸💙 Lets NOT have an orange cheeto racist be our next president   ,happy election day           lets not have an orange cheeto racist be our next president   ,Democrat,[],[]
 Lets compare investigations!  VS    Start here: https://t.co/COjqtmENSg …, lets compare investigations   vs    start here:   ,Democrat,[],"['Trump', 'Trump', 'Pence']"
" hotel is bankrupt, like his morals, his policies and his ability to tell the truth.  
https://t.co/tnn9qjQYFz"," hotel is bankrupt, like his morals, his policies and his ability to tell the truth.   ",Democrat,[],['Trump']
Whoever planted these fake ads encouraging voters to text votes for Hillary is on Donald Trump's payroll. ,whoever planted these fake ads encouraging voters to text votes for hillary is on donald trump s payroll. ,Democrat,['Hillary'],"['Trump', 'Trump', 'Donald']"
I have health insurance today because of Obamacare. ,i have health insurance today because of obamacare. ,Democrat,['Obama'],[]
TRUMP: AN ANTI-AMERICAN MUSICAL         https://t.co/bV3aLRaJFK,trump: an anti-american musical         ,Democrat,[],['TRUMP']
The election may be over but still  and the message of hope and inclusion she ran on. Always will be.,the election may be over but still  and the message of hope and inclusion she ran on. always will be.,Democrat,[],[]
WE WILL NOT ACCEPT TRUMP AS OUR PRESIDENT EVEN THO REPUBLICANS SAY WE SHOULD. YOU …   https://t.co/wdwmbxFGRH,we will not accept trump as our president even tho republicans say we should. you     ,Democrat,[],"['TRUMP', 'Trump', 'REPUBLICANS', 'REPUBLICAN']"
 budget plan is completely insane. https://t.co/qUIt818zhM https://t.co/0HZRMvNJeR   , budget plan is completely insane.     ,Democrat,[],"['Trump', 'Trump']"
"When I walk in my precinct to vote for Hillary. 

  https://t.co/d88N5qiJ63",when i walk in my precinct to vote for hillary.     ,Democrat,['Hillary'],[]
"Jennifer, the sanitation engineer , communicated that Trump is a roaster. ","jennifer, the sanitation engineer , communicated that trump is a roaster. ",Democrat,[],"['Trump', 'Trump']"
Congrats  on getting the endorsement of the KKK! Together you can make America hate again.   ,congrats  on getting the endorsement of the kkk  together you can make america hate again.   ,Democrat,[],"['Trump', 'Trump', 'Trump']"
My closing argument against Trump.  | Tom Nichols: What Trump has... https://t.co/dxLV1T9lAR by  via @c0nvey,my closing argument against trump.    tom nichols: what trump has...  by  via  c0nvey,Democrat,[],"['Trump', 'Trump', 'Trump']"
Latinos it's time to build a wall between the Whitehouse and Trump!  Get out and VOTE today!   ,latinos it s time to build a wall between the whitehouse and trump   get out and vote today    ,Democrat,[],"['Trump', 'Trump', 'Trump']"
"How is this tolerated? How can we accept this from a presidential candidate? Disgraceful.  
https://t.co/QyCXkXlFit",how is this tolerated  how can we accept this from a presidential candidate  disgraceful.   ,Democrat,[],[]
"I'm not for Trump, but if you are, please read this: https://t.co/IuYR3Soie6 Thank you.  @HillaryClinton @huffpost50","i m not for trump, but if you are, please read this:  thank you.   hillaryclinton  huffpost50",Democrat,"['Clinton', 'Hillary']",['Trump']
This election has been the epitome of sexism. Who else is over the witch hunt? 🙋🏼🙋🏼   https://t.co/v2buK9QwYI,this election has been the epitome of sexism. who else is over the witch hunt         ,Democrat,[],[]
The worst leaks about Clinton are better than the best tweets by Trump    https://t.co/FbGbEIB6UQ,the worst leaks about clinton are better than the best tweets by trump    ,Democrat,['Clinton'],"['Trump', 'Trump']"
The Economist: Clinton is America’s best hope https://t.co/bA5Zy8AgJi      ,the economist: clinton is america s best hope       ,Democrat,['Clinton'],['Trump']
"If Americans could just do us all a favour and not vote for Trump  tomorrow, that'd be great!  ","if americans could just do us all a favour and not vote for trump  tomorrow, that d be great   ",Democrat,[],['Trump']
"Nancy, the teacher, exclaimed that Trump is a wallaper. ","nancy, the teacher, exclaimed that trump is a wallaper. ",Democrat,[],"['Trump', 'Trump']"
To all fellow Americans good luck for election tommorow I hope you make a good decision for the right president  ,to all fellow americans good luck for election tommorow i hope you make a good decision for the right president  ,Democrat,[],[]
This is Trump       https://t.co/LPbFxD4Env share video https://t.co/FG3zRv7IO3,this is trump        share video ,Democrat,['Hillary'],"['Trump', 'Trump']"
 Speaks the Truth About Black People         https://t.co/zHKq97kctT, speaks the truth about black people         ,Democrat,['clinton'],['Trump']
Hilary looks to win Florida  ,hilary looks to win florida  ,Democrat,[],[]
"



J - 5  : Le sort de la République est en jeu estime  
https://t.co/bXFWDQ0NZe via @Le_Figaro",    j - 5  : le sort de la r publique est en jeu estime    via  le figaro,Democrat,"['Clinton', 'Obama']","['Trump', 'Trump']"
I voted for Clinton because we are better together.  ,i voted for clinton because we are better together.  ,Democrat,['Clinton'],[]
Let's do our part tomorrow and say we stood with Hillary Clinton on the right side of history - The Boss @mybrucebruce in  ,let s do our part tomorrow and say we stood with hillary clinton on the right side of history - the boss  mybrucebruce in  ,Democrat,"['Clinton', 'Hillary']",[]
 supporters blamed Muslims and  then went silent when it was a white supremacist trump supporter, supporters blamed muslims and  then went silent when it was a white supremacist trump supporter,Democrat,[],"['Trump', 'trump']"
"These  Medical Insurance Rate INCREASES will continue,  NO to @HillaryClinton.      https://t.co/ZIGi1zhyMH","these  medical insurance rate increases will continue,  no to  hillaryclinton.      ",Democrat,"['Clinton', 'Hillary', 'Obama']",[]
"If you believe in the message of Wonder, I'm begging you, choose kindness on Election Day. Vote for kindness. ","if you believe in the message of wonder, i m begging you, choose kindness on election day. vote for kindness. ",Democrat,[],[]
"na hoffentlich kapieren die Amis jetzt wen sie wählen sollen 
    https://t.co/SL2Aw2VOmN https://t.co/Ssp859aTZF",na hoffentlich kapieren die amis jetzt wen sie w hlen sollen       ,Democrat,"['clinton', 'clinton']",[]
Trump Fascist https://t.co/9Q1y2AwFhp via @redbubble   ,trump fascist  via  redbubble   ,Democrat,[],"['Trump', 'trump', 'trump']"
Clinton cleared AGAIN. Let's get this election over! You know I want? The bitch who gets shit done despite slander all around ,clinton cleared again. let s get this election over  you know i want  the bitch who gets shit done despite slander all around ,Democrat,['Clinton'],[]
I don't think I can handle a Trump win along with all the PH bullshit. ,i don t think i can handle a trump win along with all the ph bullshit. ,Democrat,[],['Trump']
"Come on America, you got this!    https://t.co/hRZ58AZpax","come on america, you got this     ",Democrat,[],['Trump']
" because everybody deserves access to quality, affordable healthcare. Health is a right, not a privilege.  "," because everybody deserves access to quality, affordable healthcare. health is a right, not a privilege.  ",Democrat,[],[]
"Honestly, while I am voting for Hillary Clinton, it doesn't matter who you vote for, as long as it's not Trump. ","honestly, while i am voting for hillary clinton, it doesn t matter who you vote for, as long as it s not trump. ",Democrat,"['Clinton', 'Hillary']","['Trump', 'Trump']"
   https://t.co/ePkSf9HYT6,   ,Democrat,[],['Trump']
 Spy told FBI that Russia wants to cultivate Trump: report https://t.co/mDB5pQl0iw, spy told fbi that russia wants to cultivate trump: report ,Democrat,[],['Trump']
"Hillary Clinton's campaign with  and  in  ...  
https://t.co/cCObSBlv5W",hillary clinton s campaign with  and  in  ...   ,Democrat,"['Clinton', 'Hillary']",[]
Thx 2 everyone who donated &amp; RT'd gofundme! $200K raised 4 church burned in hate crime.   https://t.co/tnMqhKm6x8,thx 2 everyone who donated and; rt d gofundme  $200k raised 4 church burned in hate crime.   ,Democrat,[],[]
